movieID,movieName,year,genre,averageRating
184,Nadja ,1994,Drama,3.5
186,Nine Months ,1995,Comedy|Romance,2.8
187,Party Girl ,1995,Comedy,4.1
189,Reckless ,1995,Comedy|Fantasy,3.0
190,Safe ,1995,Thriller,2.8
193,Showgirls ,1995,Drama,2.5
194,Smoke ,1995,Comedy|Drama,3.7
195,Something to Talk About ,1995,Comedy|Drama|Romance,3.1
196,Species ,1995,Horror|Sci-Fi,2.7
198,Strange Days ,1995,Action|Crime|Drama|Mystery|Sci-Fi|Thriller,3.3
201,Three Wishes ,1995,Drama|Fantasy,3.0
202,Total Eclipse ,1995,Drama|Romance,3.0
204,Under Siege 2: Dark Territory ,1995,Action,2.7
205,Unstrung Heroes ,1995,Comedy|Drama,3.2
206,Unzipped ,1995,Documentary,3.0
208,Waterworld ,1995,Action|Adventure|Sci-Fi,2.9
212,Bushwhacked ,1995,Adventure|Comedy|Crime|Mystery,3.0
215,Before Sunrise ,1995,Drama|Romance,4.0
216,Billy Madison ,1995,Comedy,3.3
217,Babysitter ,1995,Drama|Thriller,2.3
218,Boys on the Side ,1995,Comedy|Drama,3.4
220,Castle Freak ,1995,Horror,3.0
222,Circle of Friends ,1995,Drama|Romance,3.8
223,Clerks ,1994,Comedy,3.9
224,Don Juan DeMarco ,1995,Comedy|Drama|Romance,3.6
225,Disclosure ,1994,Drama|Thriller,3.5
227,Drop Zone ,1994,Action|Thriller,2.9
228,Destiny Turns on the Radio ,1995,Comedy,2.3
229,Death and the Maiden ,1994,Drama|Thriller,3.4
230,Dolores Claiborne ,1995,Drama|Thriller,3.4
233,Exotica ,1994,Drama,3.5
234,Exit to Eden ,1994,Comedy,2.6
235,Ed Wood ,1994,Comedy|Drama,3.7
236,French Kiss ,1995,Action|Comedy|Romance,3.5
237,Forget Paris ,1995,Comedy|Romance,3.3
238,Far From Home: The Adventures of Yellow Dog ,1995,Adventure|Children,4.0
240,Hideaway ,1995,Thriller,2.4
241,Fluke ,1995,Children|Drama,4.0
242,Farinelli: il castrato ,1994,Drama|Musical,3.6
243,Gordy ,1995,Children|Comedy|Fantasy,3.0
246,Hoop Dreams ,1994,Documentary,4.3
247,Heavenly Creatures ,1994,Crime|Drama,3.9
248,Houseguest ,1994,Comedy,3.2
249,Immortal Beloved ,1994,Drama|Romance,3.7
252,I.Q. ,1994,Comedy|Romance,3.5
253,Interview with the Vampire: The Vampire Chronicles ,1994,Drama|Horror,3.5
254,Jefferson in Paris ,1995,Drama,3.0
256,Junior ,1994,Comedy|Sci-Fi,2.8
257,Just Cause ,1995,Mystery|Thriller,3.5
259,Kiss of Death ,1995,Crime|Drama|Thriller,3.2
260,Star Wars: Episode IV - A New Hope ,1977,Action|Adventure|Sci-Fi,4.2
261,Little Women ,1994,Drama,3.9
263,Ladybird Ladybird ,1994,Drama,4.0
266,Legends of the Fall ,1994,Drama|Romance|War|Western,3.4
267,Major Payne ,1995,Comedy,2.9
270,Love Affair ,1994,Drama|Romance,3.4
271,Losing Isaiah ,1995,Drama,3.5
274,Man of the House ,1995,Comedy,2.9
275,Mixed Nuts ,1994,Comedy,2.0
276,Milk Money ,1994,Comedy|Romance,3.3
277,Miracle on 34th Street ,1994,Drama,3.2
278,Miami Rhapsody ,1995,Comedy,1.5
279,My Family ,1995,Drama,3.0
280,Murder in the First ,1995,Drama|Thriller,4.1
281,Nobody's Fool ,1994,Comedy|Drama|Romance,3.8
282,Nell ,1994,Drama,3.3
283,New Jersey Drive ,1995,Crime|Drama,3.7
285,Beyond Bedlam ,1993,Drama|Horror,4.0
287,Nina Takes a Lover ,1994,Comedy|Romance,3.0
288,Natural Born Killers ,1994,Action|Crime|Thriller,3.2
289,Only You ,1994,Comedy|Romance,3.6
290,Once Were Warriors ,1994,Crime|Drama,4.0
291,Poison Ivy II ,1996,Drama|Thriller,2.3
292,Outbreak ,1995,Action|Drama|Sci-Fi|Thriller,3.4
296,Pulp Fiction ,1994,Comedy|Crime|Drama|Thriller,4.2
299,Priest ,1994,Drama,4.0
300,Quiz Show ,1994,Drama,3.5
304,Roommates ,1995,Comedy|Drama,3.7
310,Rent-a-Kid ,1995,Comedy,3.0
311,Relative Fear ,1994,Horror|Thriller,3.0
312,Stuart Saves His Family ,1995,Comedy,1.4
316,Stargate ,1994,Action|Adventure|Sci-Fi,3.4
319,Shallow Grave ,1994,Comedy|Drama|Thriller,3.6
320,Suture ,1993,Film-Noir|Thriller,3.0
322,Swimming with Sharks ,1995,Comedy|Drama,3.6
325,National Lampoon's Senior Trip ,1995,Comedy,2.5
327,Tank Girl ,1995,Action|Comedy|Sci-Fi,2.8
328,Tales from the Crypt Presents: Demon Knight ,1995,Horror|Thriller,3.2
329,Star Trek: Generations ,1994,Adventure|Drama|Sci-Fi,3.4
330,Tales from the Hood ,1995,Action|Crime|Horror,3.0
331,Tom & Viv ,1994,Drama,3.0
332,Village of the Damned ,1995,Horror|Sci-Fi,2.8
333,Tommy Boy ,1995,Comedy,3.8
334,Vanya on 42nd Street ,1994,Drama,4.2
335,Underneath ,1995,Mystery|Thriller,3.5
337,What's Eating Gilbert Grape ,1993,Drama,3.8
338,Virtuosity ,1995,Action|Sci-Fi|Thriller,2.8
339,While You Were Sleeping ,1995,Comedy|Romance,3.5
341,Double Happiness ,1994,Drama,4.0
342,Muriel's Wedding ,1994,Comedy,3.3
344,Ace Ventura: Pet Detective ,1994,Comedy,3.0
346,Backbeat ,1993,Drama|Musical,3.5
347,Bitter Moon ,1992,Drama|Film-Noir|Romance,3.5
348,Bullets Over Broadway ,1994,Comedy,3.6
349,Clear and Present Danger ,1994,Action|Crime|Drama|Thriller,3.6
352,Crooklyn ,1994,Comedy|Drama,2.5
354,Cobb ,1994,Drama,3.3
356,Forrest Gump ,1994,Comedy|Drama|Romance|War,4.2
357,Four Weddings and a Funeral ,1994,Comedy|Romance,3.5
358,Higher Learning ,1995,Drama,2.7
359,I Like It Like That ,1994,Comedy|Drama|Romance,3.0
360,I Love Trouble ,1994,Action|Comedy,2.7
361,It Could Happen to You ,1994,Comedy|Drama|Romance,3.1
365,Little Buddha ,1993,Drama,3.3
368,Maverick ,1994,Adventure|Comedy|Western,3.5
369,Mrs. Parker and the Vicious Circle ,1994,Drama,4.0
370,Naked Gun 33 1/3: The Final Insult ,1994,Action|Comedy,3.1
372,Reality Bites ,1994,Comedy|Drama|Romance,2.8
373,Red Rock West ,1992,Thriller,3.6
374,Richie Rich ,1994,Children|Comedy,2.2
377,Speed ,1994,Action|Romance|Thriller,3.5
378,Speechless ,1994,Comedy|Romance,2.8
379,Timecop ,1994,Action|Sci-Fi|Thriller,2.5
380,True Lies ,1994,Action|Adventure|Comedy|Romance|Thriller,3.5
381,When a Man Loves a Woman ,1994,Drama|Romance,3.8
382,Wolf ,1994,Drama|Horror|Romance|Thriller,3.2
383,Wyatt Earp ,1994,Western,3.1
384,Bad Company ,1995,Action|Crime|Drama,3.3
386,S.F.W. ,1994,Drama,3.0
388,Boys Life ,1995,Drama,3.0
390,Faster Pussycat! Kill! Kill! ,1965,Action|Crime|Drama,3.7
391,Jason's Lyric ,1994,Crime|Drama,4.5
393,Street Fighter ,1994,Action|Adventure|Fantasy,2.5
406,Federal Hill ,1994,Drama,3.0
407,In the Mouth of Madness ,1995,Horror|Thriller,3.4
408,8 Seconds ,1994,Drama,3.0
409,Above the Rim ,1994,Crime|Drama,2.0
410,Addams Family Values ,1993,Children|Comedy|Fantasy,3.1
413,Airheads ,1994,Comedy,2.8
415,Another Stakeout ,1993,Comedy|Thriller,2.5
416,Bad Girls ,1994,Western,2.5
417,Barcelona ,1994,Comedy|Romance,3.7
418,Being Human ,1993,Drama,3.0
420,Beverly Hills Cop III ,1994,Action|Comedy|Crime|Thriller,2.7
421,Black Beauty ,1994,Adventure|Children|Drama,3.2
422,Blink ,1994,Thriller,3.2
423,Blown Away ,1994,Action|Thriller,2.9
424,Blue Chips ,1994,Drama,1.8
425,Blue Sky ,1994,Drama|Romance,3.8
426,Body Snatchers ,1993,Horror|Sci-Fi|Thriller,3.1
427,Boxing Helena ,1993,Drama|Mystery|Romance|Thriller,2.5
429,Cabin Boy ,1994,Comedy,2.0
430,Calendar Girl ,1993,Comedy|Drama,3.8
431,Carlito's Way ,1993,Crime|Drama,3.7
432,City Slickers II: The Legend of Curly's Gold ,1994,Adventure|Comedy|Western,2.6
433,Clean Slate ,1994,Comedy,2.8
434,Cliffhanger ,1993,Action|Adventure|Thriller,3.0
435,Coneheads ,1993,Comedy|Sci-Fi,2.4
436,Color of Night ,1994,Drama|Thriller,2.6
437,Cops and Robbersons ,1994,Comedy,2.2
440,Dave ,1993,Comedy|Romance,3.5
441,Dazed and Confused ,1993,Comedy,3.9
442,Demolition Man ,1993,Action|Adventure|Sci-Fi,3.1
444,Even Cowgirls Get the Blues ,1993,Comedy|Romance,2.3
445,Fatal Instinct ,1993,Comedy,3.0
448,Fearless ,1993,Drama,3.6
449,Fear of a Black Hat ,1994,Comedy,1.0
450,With Honors ,1994,Comedy|Drama,3.0
451,Flesh and Bone ,1993,Drama|Mystery|Romance,4.0
452,Widows' Peak ,1994,Drama,3.0
453,For Love or Money ,1993,Comedy|Romance,2.8
455,Free Willy ,1993,Adventure|Children|Drama,2.4
456,Fresh ,1994,Crime|Drama|Thriller,3.8
458,Geronimo: An American Legend ,1993,Drama|Western,2.8
460,Getting Even with Dad ,1994,Comedy,2.7
461,Go Fish ,1994,Drama|Romance,2.8
464,Hard Target ,1993,Action|Adventure|Crime|Thriller,2.9
466,Hot Shots! Part Deux ,1993,Action|Comedy|War,2.9
467,Live Nude Girls ,1995,Comedy,5.0
470,House Party 3 ,1994,Comedy,1.0
472,I'll Do Anything ,1994,Comedy|Drama,2.6
473,In the Army Now ,1994,Comedy|War,1.9
474,In the Line of Fire ,1993,Action|Thriller,3.7
475,In the Name of the Father ,1993,Drama,4.3
477,What's Love Got to Do with It? ,1993,Drama|Musical,3.4
478,Jimmy Hollywood ,1994,Comedy|Crime|Drama,2.5
479,Judgment Night ,1993,Action|Crime|Thriller,2.3
480,Jurassic Park ,1993,Action|Adventure|Sci-Fi|Thriller,3.8
481,Kalifornia ,1993,Drama|Thriller,3.2
482,Killing Zoe ,1994,Crime|Drama|Thriller,3.6
484,Lassie ,1994,Adventure|Children,3.0
485,Last Action Hero ,1993,Action|Adventure|Comedy|Fantasy,2.9
486,Life with Mikey ,1993,Comedy,3.0
487,Lightning Jack ,1994,Comedy|Western,2.5
488,M. Butterfly ,1993,Drama|Romance,3.0
489,Made in America ,1993,Comedy,2.9
490,Malice ,1993,Thriller,3.0
492,Manhattan Murder Mystery ,1993,Comedy|Mystery,3.8
493,Menace II Society ,1993,Action|Crime|Drama,3.7
494,Executive Decision ,1996,Action|Adventure|Thriller,3.4
496,What Happened Was... ,1994,Comedy|Drama|Romance|Thriller,5.0
497,Much Ado About Nothing ,1993,Comedy|Romance,3.8
499,Mr. Wonderful ,1993,Comedy|Romance,2.5
500,Mrs. Doubtfire ,1993,Comedy|Drama,3.4
501,Naked ,1993,Drama,3.7
504,No Escape ,1994,Action|Drama|Sci-Fi,3.0
505,North ,1994,Comedy,2.2
506,Orlando ,1992,Drama|Fantasy|Romance,4.5
508,Philadelphia ,1993,Drama,3.6
510,Poetic Justice ,1993,Drama,3.0
513,Radioland Murders ,1994,Comedy|Mystery|Romance,3.4
516,Renaissance Man ,1994,Comedy|Drama,3.1
517,Rising Sun ,1993,Action|Drama|Mystery,3.3
519,RoboCop 3 ,1993,Action|Crime|Drama|Sci-Fi|Thriller,2.4
520,Robin Hood: Men in Tights ,1993,Comedy,3.1
521,Romeo Is Bleeding ,1993,Crime|Thriller,3.2
522,Romper Stomper ,1992,Action|Drama,3.3
523,Ruby in Paradise ,1993,Drama,3.5
524,Rudy ,1993,Drama,3.5
527,Schindler's List ,1993,Drama|War,4.2
529,Searching for Bobby Fischer ,1993,Drama,3.9
532,Serial Mom ,1994,Comedy|Crime|Horror,3.0
534,Shadowlands ,1993,Drama|Romance,3.6
535,Short Cuts ,1993,Drama,3.3
537,Sirens ,1994,Drama,3.2
538,Six Degrees of Separation ,1993,Drama,3.6
539,Sleepless in Seattle ,1993,Comedy|Drama|Romance,3.5
540,Sliver ,1993,Thriller,2.7
541,Blade Runner ,1982,Action|Sci-Fi|Thriller,4.1
542,Son in Law ,1993,Comedy|Drama|Romance,2.8
543,So I Married an Axe Murderer ,1993,Comedy|Romance|Thriller,3.3
544,Striking Distance ,1993,Action|Crime,2.4
546,Super Mario Bros. ,1993,Action|Adventure|Children|Comedy|Fantasy|Sci-Fi,2.0
547,Surviving the Game ,1994,Action|Adventure|Thriller,3.3
548,Terminal Velocity ,1994,Action|Mystery|Thriller,2.8
549,Thirty-Two Short Films About Glenn Gould ,1993,Drama|Musical,4.5
550,Threesome ,1994,Comedy|Romance,3.4
553,Tombstone ,1993,Action|Drama|Western,3.8
555,True Romance ,1993,Crime|Thriller,3.8
562,Welcome to the Dollhouse ,1995,Comedy|Drama,3.5
563,Germinal ,1993,Drama|Romance,4.0
564,Chasers ,1994,Comedy,1.5
567,Kika ,1993,Comedy|Drama,2.0
568,Bhaji on the Beach ,1993,Comedy|Drama,3.5
569,Little Big League ,1994,Comedy|Drama,2.7
574,Spanking the Monkey ,1994,Comedy|Drama,3.3
577,Andre ,1994,Adventure|Children|Drama,2.1
580,Princess Caraboo ,1994,Drama,2.8
586,Home Alone ,1990,Children|Comedy,3.0
587,Ghost ,1990,Comedy|Drama|Fantasy|Romance|Thriller,3.4
588,Aladdin ,1992,Adventure|Animation|Children|Comedy|Musical,3.8
589,Terminator 2: Judgment Day ,1991,Action|Sci-Fi,4.0
590,Dances with Wolves ,1990,Adventure|Drama|Western,3.8
592,Batman ,1989,Action|Crime|Thriller,3.4
594,Snow White and the Seven Dwarfs ,1937,Animation|Children|Drama|Fantasy|Musical,3.6
595,Beauty and the Beast ,1991,Animation|Children|Fantasy|Musical|Romance|IMAX,3.8
596,Pinocchio ,1940,Animation|Children|Fantasy|Musical,3.5
597,Pretty Woman ,1990,Comedy|Romance,3.5
600,Love and a .45 ,1994,Action|Comedy|Crime,4.0
605,One Fine Day ,1996,Drama|Romance,3.0
606,Candyman: Farewell to the Flesh ,1995,Fantasy|Horror,3.0
608,Fargo ,1996,Comedy|Crime|Drama|Thriller,4.1
609,Homeward Bound II: Lost in San Francisco ,1996,Adventure|Children,3.6
610,Heavy Metal ,1981,Action|Adventure|Animation|Horror|Sci-Fi,3.5
611,Hellraiser: Bloodline ,1996,Action|Horror|Sci-Fi,2.4
613,Jane Eyre ,1996,Drama|Romance,3.2
618,Two Much ,1995,Comedy|Romance,3.0
619,Ed ,1996,Comedy,2.6
628,Primal Fear ,1996,Crime|Drama|Mystery|Thriller,3.6
631,All Dogs Go to Heaven 2 ,1996,Adventure|Animation|Children|Fantasy|Musical|Romance,3.2
633,Denise Calls Up ,1995,Comedy,5.0
634,Theodore Rex ,1995,Comedy,2.3
636,Frisk ,1995,Drama,3.0
637,Sgt. Bilko ,1996,Comedy,3.0
638,Jack and Sarah ,1995,Romance,3.0
639,Girl 6 ,1996,Comedy|Drama,3.0
640,Diabolique ,1996,Drama|Thriller,2.7
645,Nelly & Monsieur Arnaud ,1995,Drama,3.5
647,Courage Under Fire ,1996,Action|Crime|Drama|War,3.3
648,Mission: Impossible ,1996,Action|Adventure|Mystery|Thriller,3.5
650,Moll Flanders ,1996,Drama,3.0
653,Dragonheart ,1996,Action|Adventure|Fantasy,3.1
656,Eddie ,1996,Comedy,3.0
661,James and the Giant Peach ,1996,Adventure|Animation|Children|Fantasy|Musical,3.4
662,Fear ,1996,Thriller,3.3
663,Kids in the Hall: Brain Candy ,1996,Comedy,3.3
665,Underground ,1995,Comedy|Drama|War,4.3
671,Mystery Science Theater 3000: The Movie ,1996,Comedy|Sci-Fi,3.5
673,Space Jam ,1996,Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi,2.7
674,Barbarella ,1968,Adventure|Comedy|Sci-Fi,3.2
678,Some Folks Call It a Sling Blade ,1993,Drama|Thriller,3.8
685,It's My Party ,1996,Drama,4.0
688,Operation Dumbo Drop ,1995,Action|Adventure|Comedy|War,2.3
691,Mrs. Winterbourne ,1996,Comedy|Romance,3.3
692,Solo ,1996,Action|Sci-Fi|Thriller,2.0
695,True Crime ,1996,Mystery|Thriller,4.0
697,Feeling Minnesota ,1996,Drama|Romance,2.7
698,Delta of Venus ,1995,Drama,1.0
700,Angus ,1995,Comedy,3.2
703,Boys ,1996,Drama,2.0
706,Sunset Park ,1996,Drama,3.0
707,Mulholland Falls ,1996,Crime|Drama|Thriller,2.9
709,Oliver & Company ,1988,Adventure|Animation|Children|Comedy|Musical,3.1
710,Celtic Pride ,1996,Comedy,2.6
711,Flipper ,1996,Adventure|Children,3.1
714,Dead Man ,1995,Drama|Mystery|Western,4.0
719,Multiplicity ,1996,Comedy,2.8
720,Wallace & Gromit: The Best of Aardman Animation ,1996,Adventure|Animation|Comedy,4.1
726,Last Dance ,1996,Drama,3.0
728,Cold Comfort Farm ,1995,Comedy,3.5
731,Heaven's Prisoners ,1996,Crime|Thriller,3.3
736,Twister ,1996,Action|Adventure|Romance|Thriller,3.3
737,Barb Wire ,1996,Action|Sci-Fi,2.7
742,Thinner ,1996,Horror|Thriller,2.8
743,Spy Hard ,1996,Comedy,2.5
745,Wallace & Gromit: A Close Shave ,1995,Animation|Children|Comedy,3.9
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb ,1964,Comedy|War,4.3
759,Maya Lin: A Strong Clear Vision ,1994,Documentary,3.5
760,Stalingrad ,1993,Drama|War,4.3
762,Striptease ,1996,Comedy|Crime,2.4
764,Heavy ,1995,Drama|Romance,3.5
765,Jack ,1996,Comedy|Drama,3.2
766,I Shot Andy Warhol ,1996,Drama,3.5
773,Touki Bouki ,1973,Drama,3.5
775,Spirits of the Dead ,1968,Horror|Mystery,3.0
778,Trainspotting ,1996,Comedy|Crime|Drama,4.0
779,'Til There Was You ,1997,Drama|Romance,4.0
781,Stealing Beauty ,1996,Drama,3.5
785,Kingpin ,1996,Comedy,3.4
786,Eraser ,1996,Action|Drama|Thriller,3.1
795,Somebody to Love ,1994,Drama,3.5
798,Daylight ,1996,Action|Adventure|Drama|Thriller,2.7
800,Lone Star ,1996,Drama|Mystery|Western,4.2
801,Harriet the Spy ,1996,Children|Comedy,3.1
802,Phenomenon ,1996,Drama|Romance,3.3
803,Walking and Talking ,1996,Comedy|Drama|Romance,4.0
804,She's the One ,1996,Comedy|Romance,3.3
806,American Buffalo ,1996,Crime|Drama,1.5
808,Alaska ,1996,Adventure|Children,3.5
809,Fled ,1996,Action|Adventure,2.3
810,Kazaam ,1996,Children|Comedy|Fantasy,2.3
813,Larger Than Life ,1996,Comedy,2.8
824,Kaspar Hauser ,1993,Drama|Mystery,4.0
829,Joe's Apartment ,1996,Comedy|Fantasy|Musical,2.7
832,Ransom ,1996,Crime|Thriller,3.3
833,High School High ,1996,Comedy,2.0
835,Foxfire ,1996,Drama,3.7
836,Chain Reaction ,1996,Action|Adventure|Thriller,2.9
837,Matilda ,1996,Children|Comedy|Fantasy,3.3
838,Emma ,1996,Comedy|Drama|Romance,3.9
840,House Arrest ,1996,Children|Comedy,3.4
842,Tales from the Crypt Presents: Bordello of Blood ,1996,Comedy|Horror,2.5
849,Escape from L.A. ,1996,Action|Adventure|Sci-Fi|Thriller,2.9
851,Basquiat ,1996,Drama,2.8
852,Tin Cup ,1996,Comedy|Drama|Romance,3.2
866,Bound ,1996,Crime|Drama|Romance|Thriller,4.0
867,Carpool ,1996,Comedy|Crime,1.8
869,Kansas City ,1996,Crime|Drama|Musical|Thriller,3.7
870,Gone Fishin' ,1997,Comedy,1.0
875,Nothing to Lose ,1994,Action|Crime|Drama,3.5
881,First Kid ,1996,Children|Comedy,2.1
885,Bogus ,1996,Children|Drama|Fantasy,2.5
886,Bulletproof ,1996,Action|Comedy|Crime,2.7
888,Land Before Time III: The Time of the Great Giving ,1995,Adventure|Animation|Children|Musical,2.2
892,Twelfth Night ,1996,Comedy|Drama|Romance,3.5
893,Mother Night ,1996,Drama,3.7
897,For Whom the Bell Tolls ,1943,Adventure|Drama|Romance|War,3.8
899,Singin' in the Rain ,1952,Comedy|Musical|Romance,4.1
901,Funny Face ,1957,Comedy|Musical,3.0
902,Breakfast at Tiffany's ,1961,Drama|Romance,3.8
903,Vertigo ,1958,Drama|Mystery|Romance|Thriller,4.0
904,Rear Window ,1954,Mystery|Thriller,4.3
905,It Happened One Night ,1934,Comedy|Romance,4.3
906,Gaslight ,1944,Drama|Thriller,4.1
908,North by Northwest ,1959,Action|Adventure|Mystery|Romance|Thriller,4.2
910,Some Like It Hot ,1959,Comedy|Crime,4.0
911,Charade ,1963,Comedy|Crime|Mystery|Romance|Thriller,3.8
912,Casablanca ,1942,Drama|Romance,4.2
